asset_id,asset_name,asset_type,owner,department,criticality,operating_system
AST00745,IT-DB-0013,Database,Gary,IT,Medium,Oracle Linux
AST00746,FIN-SW-0015,Switch,Aaron,Finance,High,Cisco IOS
AST00747,SAL-LAP-0006,Laptop,Joshua,Sales,Medium,macOS Sonoma
AST00748,OPS-MOB-0007,Mobile Device,Michael,Operations,High,iOS 17
AST00749,OPS-MOB-0008,Mobile Device,Stephanie,Operations,High,Android 14
AST00750,HR-SW-0007,Switch,David,HR,High,Arista EOS
AST00751,OPS-FW-0020,Firewall,Tamara,Operations,High,PAN-OS
AST00752,SAL-SRV-0009,Server,Jared,Sales,Low,CentOS 7
AST00753,LEG-PRT-0008,Printer,Michael,Legal,Medium,Embedded Firmware
AST00754,SAL-IOT-0006,IoT Device,Lorraine,Sales,Low,Embedded Firmware
AST00755,MKT-RTR-0009,Router,Lynn,Marketing,High,JunOS
AST00756,FIN-FW-0009,Firewall,Ryan,Finance,Medium,Cisco ASA OS
AST00757,SAL-RTR-0013,Router,Brandon,Sales,Medium,JunOS
AST00758,OPS-DB-0007,Database,Thomas,Operations,High,Windows Server 2022
AST00759,ENG-SW-0006,Switch,Nathan,Engineering,High,Arista EOS
AST00760,MKT-MOB-0008,Mobile Device,Samantha,Marketing,Low,iOS 17
AST00761,MKT-FW-0006,Firewall,James,Marketing,High,Cisco ASA OS
AST00762,HR-DB-0015,Database,Michael,HR,Medium,Oracle Linux
AST00763,MKT-MOB-0009,Mobile Device,Penny,Marketing,Medium,iOS 17
AST00764,IT-PC-0011,Workstation,Anthony,IT,Critical,Ubuntu Linux
AST00765,HR-LAP-0010,Laptop,Robert,HR,Low,macOS Sonoma
AST00766,SAL-PC-0008,Workstation,Lisa,Sales,Low,Ubuntu Linux
AST00767,HR-SW-0008,Switch,Katie,HR,Critical,Cisco IOS
AST00768,OPS-SW-0007,Switch,Billy,Operations,High,Cisco IOS
AST00769,ENG-DB-0007,Database,Austin,Engineering,Medium,Ubuntu Server 22.04
AST00770,SAL-PC-0009,Workstation,Bryan,Sales,High,Windows 10
AST00771,FIN-IOT-0014,IoT Device,Samantha,Finance,Medium,Embedded Firmware
AST00772,LEG-RTR-0007,Router,Jonathan,Legal,Critical,Cisco IOS
AST00773,HR-SW-0009,Switch,Julie,HR,Medium,Arista EOS
AST00774,HR-DB-0016,Database,Rachel,HR,Medium,Oracle Linux
AST00775,OPS-SRV-0012,Server,Matthew,Operations,Low,Windows Server 2022
AST00776,IT-SRV-0010,Server,Joseph,IT,Medium,Windows Server 2019
AST00777,OPS-SW-0008,Switch,Susan,Operations,Medium,Cisco IOS
AST00778,OPS-FW-0021,Firewall,Christina,Operations,High,PAN-OS
AST00779,ENG-PC-0016,Workstation,Jose,Engineering,High,Windows 11
AST00780,ENG-MOB-0012,Mobile Device,Jennifer,Engineering,Low,Android 14
AST00781,SAL-RTR-0014,Router,Leslie,Sales,Low,JunOS
AST00782,FIN-SW-0016,Switch,Joshua,Finance,Low,Cisco IOS
AST00783,LEG-LAP-0016,Laptop,Adam,Legal,Critical,Windows 11
AST00784,FIN-PC-0008,Workstation,Katelyn,Finance,Medium,Windows 10
AST00785,SAL-RTR-0015,Router,Sabrina,Sales,Critical,JunOS
AST00786,SAL-SRV-0010,Server,Cynthia,Sales,High,Windows Server 2022
AST00787,HR-SW-0010,Switch,Sherry,HR,High,Cisco IOS
AST00788,ENG-PRT-0008,Printer,Andrew,Engineering,Low,Embedded Firmware
AST00789,LEG-PRT-0009,Printer,Jesus,Legal,Low,Embedded Firmware
AST00790,FIN-PC-0009,Workstation,Thomas,Finance,Low,Ubuntu Linux
AST00791,LEG-SW-0016,Switch,Summer,Legal,Low,Arista EOS
AST00792,LEG-DB-0007,Database,Stephanie,Legal,Critical,Oracle Linux
AST00793,IT-PC-0012,Workstation,Paul,IT,Low,Windows 11
AST00794,LEG-FW-0011,Firewall,John,Legal,Low,Cisco ASA OS
AST00795,OPS-DB-0008,Database,Russell,Operations,Medium,Ubuntu Server 22.04
AST00796,ENG-FW-0012,Firewall,Trevor,Engineering,Critical,Cisco ASA OS
AST00797,ENG-RTR-0009,Router,Sarah,Engineering,Critical,Cisco IOS
AST00798,MKT-RTR-0010,Router,Ian,Marketing,Low,Cisco IOS
AST00799,ENG-FW-0013,Firewall,Leah,Engineering,Low,FortiOS
AST00800,ENG-FW-0014,Firewall,Joanna,Engineering,Medium,Cisco ASA OS
AST00801,OPS-PC-0006,Workstation,Mackenzie,Operations,High,Windows 11
AST00802,SAL-DB-0011,Database,Kendra,Sales,High,Ubuntu Server 22.04
AST00803,HR-LAP-0011,Laptop,Catherine,HR,Low,Windows 10
AST00804,SAL-RTR-0016,Router,Mark,Sales,Low,JunOS
AST00805,FIN-SRV-0011,Server,Luis,Finance,Medium,CentOS 7
AST00806,FIN-DB-0011,Database,Michael,Finance,Medium,Oracle Linux
AST00807,LEG-SW-0017,Switch,Kimberly,Legal,Critical,Cisco IOS
AST00808,IT-FW-0007,Firewall,Christian,IT,High,FortiOS
AST00809,HR-PC-0016,Workstation,James,HR,Low,Ubuntu Linux
AST00810,IT-IOT-0006,IoT Device,Karen,IT,Medium,Embedded Firmware
AST00811,HR-PC-0017,Workstation,John,HR,Critical,Windows 11
AST00812,FIN-LAP-0012,Laptop,Calvin,Finance,Low,macOS Ventura
AST00813,SAL-MOB-0012,Mobile Device,Arthur,Sales,Medium,iOS 17
AST00814,IT-MOB-0009,Mobile Device,Angela,IT,Low,iOS 17
AST00815,OPS-PRT-0014,Printer,Mark,Operations,Critical,Embedded Firmware
AST00816,OPS-FW-0022,Firewall,Tina,Operations,High,Cisco ASA OS
AST00817,FIN-RTR-0008,Router,Nicole,Finance,High,Cisco IOS
AST00818,MKT-RTR-0011,Router,Vanessa,Marketing,Low,Cisco IOS
AST00819,IT-MOB-0010,Mobile Device,Joseph,IT,Low,Android 14
AST00820,MKT-PC-0008,Workstation,Christopher,Marketing,Medium,Windows 10
AST00821,ENG-MOB-0013,Mobile Device,Cole,Engineering,Low,Android 14
AST00822,LEG-RTR-0008,Router,Vernon,Legal,Medium,JunOS
AST00823,LEG-DB-0008,Database,Jenna,Legal,Critical,Ubuntu Server 22.04
AST00824,LEG-DB-0009,Database,Sergio,Legal,High,Oracle Linux
AST00825,HR-FW-0013,Firewall,Jim,HR,Medium,PAN-OS
AST00826,LEG-FW-0012,Firewall,Robert,Legal,High,FortiOS
AST00827,FIN-LAP-0013,Laptop,Christine,Finance,High,Windows 10
AST00828,HR-DB-0017,Database,Emily,HR,High,Ubuntu Server 22.04
AST00829,ENG-MOB-0014,Mobile Device,Julie,Engineering,High,Android 14
AST00830,HR-PRT-0008,Printer,Melanie,HR,High,Embedded Firmware
AST00831,OPS-IOT-0011,IoT Device,Elizabeth,Operations,Medium,Embedded Firmware
AST00832,IT-DB-0014,Database,David,IT,Medium,Windows Server 2022
AST00833,LEG-MOB-0010,Mobile Device,Mary,Legal,Low,Android 14
AST00834,FIN-MOB-0012,Mobile Device,Kelly,Finance,High,Android 14
AST00835,MKT-PRT-0005,Printer,Ashley,Marketing,High,Embedded Firmware
AST00836,ENG-IOT-0007,IoT Device,Nathan,Engineering,Low,Embedded Firmware
AST00837,FIN-MOB-0013,Mobile Device,Joann,Finance,Medium,iOS 17
AST00838,SAL-SW-0010,Switch,James,Sales,Low,Cisco IOS
AST00839,SAL-PRT-0011,Printer,John,Sales,Low,Embedded Firmware
AST00840,OPS-DB-0009,Database,John,Operations,Medium,Ubuntu Server 22.04
AST00841,FIN-DB-0012,Database,Eric,Finance,Low,Ubuntu Server 22.04
AST00842,LEG-LAP-0017,Laptop,Nicole,Legal,Medium,macOS Sonoma
AST00843,ENG-LAP-0012,Laptop,Beth,Engineering,Low,macOS Sonoma
AST00844,ENG-LAP-0013,Laptop,Mark,Engineering,Medium,macOS Ventura
AST00845,SAL-MOB-0013,Mobile Device,Randy,Sales,Low,iOS 17
AST00846,OPS-PRT-0015,Printer,Victoria,Operations,Medium,Embedded Firmware
AST00847,OPS-MOB-0009,Mobile Device,William,Operations,Medium,Android 14
AST00848,MKT-PC-0009,Workstation,Jesse,Marketing,Medium,Windows 10
AST00849,MKT-PC-0010,Workstation,Lindsey,Marketing,Medium,Windows 11
AST00850,MKT-SW-0007,Switch,Denise,Marketing,Low,Arista EOS
AST00851,ENG-LAP-0014,Laptop,Vicki,Engineering,Medium,macOS Ventura
AST00852,FIN-FW-0010,Firewall,Curtis,Finance,Low,PAN-OS
AST00853,OPS-PC-0007,Workstation,Thomas,Operations,High,Windows 11
AST00854,OPS-PC-0008,Workstation,Lori,Operations,High,Windows 11
AST00855,LEG-DB-0010,Database,Mary,Legal,Medium,Ubuntu Server 22.04
AST00856,OPS-FW-0023,Firewall,Robin,Operations,Medium,FortiOS
AST00857,SAL-IOT-0007,IoT Device,Billy,Sales,Low,Embedded Firmware
AST00858,FIN-FW-0011,Firewall,Kelly,Finance,Medium,Cisco ASA OS
AST00859,FIN-PRT-0010,Printer,David,Finance,Medium,Embedded Firmware
AST00860,ENG-PC-0017,Workstation,Jake,Engineering,Low,Ubuntu Linux
AST00861,ENG-PRT-0009,Printer,Teresa,Engineering,High,Embedded Firmware
AST00862,LEG-PRT-0010,Printer,Brandy,Legal,Low,Embedded Firmware
AST00863,ENG-DB-0008,Database,Sarah,Engineering,Medium,Oracle Linux
AST00864,HR-FW-0014,Firewall,Nathan,HR,High,PAN-OS
AST00865,HR-RTR-0011,Router,Michelle,HR,Medium,JunOS
AST00866,ENG-LAP-0015,Laptop,Shane,Engineering,Low,Windows 10
AST00867,HR-LAP-0012,Laptop,Jordan,HR,Medium,Windows 11
AST00868,ENG-PC-0018,Workstation,Kimberly,Engineering,High,Windows 10
AST00869,OPS-PRT-0016,Printer,Sonya,Operations,High,Embedded Firmware
AST00870,SAL-DB-0012,Database,Daniel,Sales,High,Oracle Linux
AST00871,SAL-SW-0011,Switch,Caitlyn,Sales,Medium,Cisco IOS
AST00872,SAL-MOB-0014,Mobile Device,Christine,Sales,Low,Android 14
AST00873,FIN-SW-0017,Switch,Jeff,Finance,Medium,Arista EOS
AST00874,LEG-MOB-0011,Mobile Device,Miguel,Legal,High,iOS 17
AST00875,MKT-RTR-0012,Router,Donald,Marketing,Low,JunOS
AST00876,LEG-MOB-0012,Mobile Device,James,Legal,Low,iOS 17
AST00877,SAL-PC-0010,Workstation,Jonathan,Sales,Low,Ubuntu Linux
AST00878,OPS-PRT-0017,Printer,Carol,Operations,High,Embedded Firmware
AST00879,OPS-SW-0009,Switch,Denise,Operations,Low,Cisco IOS
AST00880,OPS-PC-0009,Workstation,James,Operations,Medium,Windows 11
AST00881,OPS-PC-0010,Workstation,Alexander,Operations,Low,Windows 11
AST00882,MKT-FW-0007,Firewall,Mark,Marketing,High,FortiOS
AST00883,ENG-DB-0009,Database,Erika,Engineering,Critical,Ubuntu Server 22.04
AST00884,IT-FW-0008,Firewall,Jacob,IT,Low,PAN-OS
AST00885,FIN-PC-0010,Workstation,Larry,Finance,Low,Windows 10
AST00886,ENG-SRV-0017,Server,James,Engineering,Low,Windows Server 2022
AST00887,ENG-FW-0015,Firewall,Laura,Engineering,High,FortiOS
AST00888,MKT-FW-0008,Firewall,Amy,Marketing,Medium,Cisco ASA OS
AST00889,SAL-FW-0016,Firewall,Bryan,Sales,Medium,PAN-OS
AST00890,FIN-FW-0012,Firewall,Craig,Finance,High,Cisco ASA OS
AST00891,LEG-FW-0013,Firewall,Randall,Legal,High,PAN-OS
AST00892,ENG-DB-0010,Database,Andrea,Engineering,Low,Windows Server 2022
AST00893,SAL-PC-0011,Workstation,Danielle,Sales,Low,Windows 11
AST00894,MKT-FW-0009,Firewall,Christopher,Marketing,High,PAN-OS
AST00895,SAL-RTR-0017,Router,Frank,Sales,Critical,JunOS
AST00896,IT-SRV-0011,Server,Heather,IT,Critical,Windows Server 2022
AST00897,LEG-PC-0010,Workstation,Robert,Legal,Medium,Windows 10
AST00898,MKT-FW-0010,Firewall,Justin,Marketing,High,FortiOS
AST00899,FIN-FW-0013,Firewall,Kyle,Finance,Medium,FortiOS
AST00900,SAL-DB-0013,Database,Stephanie,Sales,Medium,Ubuntu Server 22.04
AST00901,FIN-PC-0011,Workstation,Larry,Finance,High,Windows 10
AST00902,IT-MOB-0011,Mobile Device,Ashley,IT,Medium,Android 14
AST00903,ENG-SW-0007,Switch,Michael,Engineering,Low,Arista EOS
AST00904,FIN-FW-0014,Firewall,Robert,Finance,Medium,PAN-OS
AST00905,FIN-FW-0015,Firewall,Michelle,Finance,Low,PAN-OS
AST00906,IT-IOT-0007,IoT Device,Wendy,IT,Critical,Embedded Firmware
AST00907,FIN-PC-0012,Workstation,Michael,Finance,Medium,Windows 10
AST00908,MKT-PC-0011,Workstation,James,Marketing,Low,Windows 11
AST00909,ENG-PRT-0010,Printer,Jessica,Engineering,Low,Embedded Firmware
AST00910,SAL-LAP-0007,Laptop,James,Sales,High,macOS Sonoma
AST00911,FIN-MOB-0014,Mobile Device,Adam,Finance,Medium,iOS 17
AST00912,SAL-IOT-0008,IoT Device,Rachel,Sales,Medium,Embedded Firmware
AST00913,HR-PC-0018,Workstation,Rodney,HR,Medium,Windows 10
AST00914,LEG-SRV-0009,Server,Lori,Legal,Medium,Ubuntu Server 22.04
AST00915,FIN-SW-0018,Switch,Richard,Finance,High,Cisco IOS
AST00916,OPS-SRV-0013,Server,Nicole,Operations,High,Windows Server 2019
AST00917,OPS-PC-0011,Workstation,Steven,Operations,High,Windows 11
AST00918,MKT-SRV-0013,Server,Francisco,Marketing,Low,Windows Server 2019
AST00919,IT-LAP-0016,Laptop,Alexis,IT,Low,macOS Sonoma
AST00920,FIN-SW-0019,Switch,Andrea,Finance,Medium,Cisco IOS
AST00921,HR-MOB-0009,Mobile Device,Danielle,HR,Low,iOS 17
AST00922,MKT-DB-0012,Database,Renee,Marketing,Medium,Windows Server 2022
AST00923,IT-MOB-0012,Mobile Device,Christopher,IT,Medium,iOS 17
AST00924,HR-LAP-0013,Laptop,Cindy,HR,Critical,macOS Ventura
AST00925,IT-FW-0009,Firewall,Nathan,IT,Low,Cisco ASA OS
AST00926,SAL-RTR-0018,Router,William,Sales,Critical,JunOS
AST00927,LEG-IOT-0009,IoT Device,Dustin,Legal,Medium,Embedded Firmware
AST00928,FIN-LAP-0014,Laptop,Justin,Finance,High,Windows 11
AST00929,IT-FW-0010,Firewall,Adriana,IT,Medium,FortiOS
AST00930,HR-FW-0015,Firewall,Sara,HR,Low,PAN-OS
AST00931,FIN-PC-0013,Workstation,Daniel,Finance,Low,Ubuntu Linux
AST00932,SAL-RTR-0019,Router,Tracy,Sales,Medium,JunOS
AST00933,SAL-PC-0012,Workstation,Linda,Sales,Medium,Windows 11
AST00934,LEG-PC-0011,Workstation,Tammy,Legal,Low,Windows 10
AST00935,SAL-MOB-0015,Mobile Device,James,Sales,High,iOS 17
AST00936,OPS-SRV-0014,Server,David,Operations,Low,Windows Server 2022
AST00937,OPS-LAP-0012,Laptop,Sherry,Operations,Critical,macOS Ventura
AST00938,HR-PRT-0009,Printer,Theresa,HR,Medium,Embedded Firmware
AST00939,FIN-IOT-0015,IoT Device,Timothy,Finance,Medium,Embedded Firmware
AST00940,HR-SW-0011,Switch,Brian,HR,High,Cisco IOS
AST00941,OPS-IOT-0012,IoT Device,Sara,Operations,Low,Embedded Firmware
AST00942,ENG-SRV-0018,Server,Paul,Engineering,Low,Ubuntu Server 22.04
AST00943,HR-PRT-0010,Printer,Rebecca,HR,High,Embedded Firmware
AST00944,LEG-DB-0011,Database,Christine,Legal,High,Oracle Linux
AST00945,MKT-IOT-0009,IoT Device,Makayla,Marketing,Medium,Embedded Firmware
AST00946,FIN-RTR-0009,Router,Ethan,Finance,High,Cisco IOS
AST00947,IT-FW-0011,Firewall,Kristi,IT,Medium,FortiOS
AST00948,IT-PRT-0007,Printer,Jeffrey,IT,Medium,Embedded Firmware
AST00949,LEG-DB-0012,Database,Richard,Legal,High,Oracle Linux
AST00950,OPS-DB-0010,Database,Meghan,Operations,Medium,Windows Server 2022
AST00951,IT-SW-0010,Switch,Maria,IT,High,Arista EOS
AST00952,MKT-PC-0012,Workstation,Isaac,Marketing,Medium,Ubuntu Linux
AST00953,HR-LAP-0014,Laptop,Jeffery,HR,High,macOS Ventura
AST00954,LEG-DB-0013,Database,Ricardo,Legal,Medium,Ubuntu Server 22.04
AST00955,SAL-SW-0012,Switch,April,Sales,Medium,Cisco IOS
AST00956,OPS-DB-0011,Database,Patrick,Operations,High,Oracle Linux
AST00957,HR-RTR-0012,Router,David,HR,Medium,JunOS
AST00958,SAL-PRT-0012,Printer,John,Sales,Medium,Embedded Firmware
AST00959,FIN-FW-0016,Firewall,Jenny,Finance,High,Cisco ASA OS
AST00960,LEG-SRV-0010,Server,Phyllis,Legal,Medium,Ubuntu Server 22.04
AST00961,SAL-SW-0013,Switch,Blake,Sales,Low,Arista EOS
AST00962,LEG-RTR-0009,Router,Anna,Legal,Medium,Cisco IOS
AST00963,SAL-DB-0014,Database,Katherine,Sales,Medium,Windows Server 2022
AST00964,SAL-LAP-0008,Laptop,Benjamin,Sales,Critical,macOS Ventura
AST00965,MKT-SW-0008,Switch,Mary,Marketing,High,Arista EOS
AST00966,SAL-RTR-0020,Router,David,Sales,High,Cisco IOS
AST00967,OPS-PRT-0018,Printer,Carol,Operations,Low,Embedded Firmware
AST00968,OPS-RTR-0008,Router,Andrea,Operations,High,JunOS
AST00969,HR-PRT-0011,Printer,Courtney,HR,Medium,Embedded Firmware
AST00970,HR-LAP-0015,Laptop,Kevin,HR,Medium,macOS Ventura
AST00971,MKT-MOB-0010,Mobile Device,Robert,Marketing,High,Android 14
AST00972,HR-SW-0012,Switch,Brandi,HR,Medium,Cisco IOS
AST00973,MKT-SRV-0014,Server,Ronald,Marketing,Low,Windows Server 2019
AST00974,LEG-SRV-0011,Server,Donna,Legal,High,Ubuntu Server 22.04
AST00975,IT-RTR-0011,Router,Sean,IT,High,Cisco IOS
AST00976,LEG-MOB-0013,Mobile Device,Samuel,Legal,Critical,iOS 17
AST00977,LEG-PRT-0011,Printer,Andrew,Legal,Critical,Embedded Firmware
AST00978,MKT-SW-0009,Switch,Christine,Marketing,Low,Arista EOS
AST00979,HR-MOB-0010,Mobile Device,Tracy,HR,Medium,iOS 17
AST00980,IT-MOB-0013,Mobile Device,Joe,IT,High,iOS 17
AST00981,SAL-RTR-0021,Router,Kathryn,Sales,High,Cisco IOS
AST00982,MKT-PC-0013,Workstation,Kimberly,Marketing,Medium,Windows 11
AST00983,OPS-SRV-0015,Server,Stephen,Operations,Low,CentOS 7
AST00984,IT-IOT-0008,IoT Device,Hayden,IT,Medium,Embedded Firmware
AST00985,LEG-LAP-0018,Laptop,Thomas,Legal,High,macOS Sonoma
AST00986,LEG-SW-0018,Switch,Daniel,Legal,Medium,Arista EOS
AST00987,MKT-LAP-0009,Laptop,David,Marketing,Low,macOS Ventura
AST00988,LEG-SRV-0012,Server,Ryan,Legal,High,Ubuntu Server 22.04
AST00989,HR-SRV-0010,Server,Christopher,HR,Low,CentOS 7
AST00990,LEG-LAP-0019,Laptop,Scott,Legal,Low,macOS Sonoma
AST00991,LEG-MOB-0014,Mobile Device,William,Legal,High,iOS 17
AST00992,MKT-PRT-0006,Printer,Billy,Marketing,High,Embedded Firmware
AST00993,MKT-SW-0010,Switch,Dana,Marketing,Medium,Arista EOS
AST00994,MKT-FW-0011,Firewall,Christopher,Marketing,High,FortiOS
AST00995,FIN-IOT-0016,IoT Device,Jessica,Finance,High,Embedded Firmware
AST00996,FIN-RTR-0010,Router,Kimberly,Finance,Low,Cisco IOS
AST00997,FIN-DB-0013,Database,William,Finance,Medium,Oracle Linux
AST00998,OPS-DB-0012,Database,Brian,Operations,Medium,Ubuntu Server 22.04
AST00999,OPS-SRV-0016,Server,William,Operations,High,Windows Server 2022
AST01000,LEG-RTR-0010,Router,Nicholas,Legal,Low,JunOS
AST01001,FIN-DB-0014,Database,Stephanie,Finance,Low,Windows Server 2022
AST01002,IT-IOT-0009,IoT Device,Derek,IT,Medium,Embedded Firmware
AST01003,MKT-SRV-0015,Server,Mercedes,Marketing,Low,Windows Server 2022
AST01004,FIN-RTR-0011,Router,Wendy,Finance,High,JunOS
AST01005,MKT-SRV-0016,Server,Jessica,Marketing,Medium,CentOS 7
AST01006,MKT-LAP-0010,Laptop,Lisa,Marketing,High,macOS Sonoma
AST01007,IT-FW-0012,Firewall,James,IT,Medium,PAN-OS
AST01008,FIN-SW-0020,Switch,Tina,Finance,Low,Cisco IOS
AST01009,FIN-SW-0021,Switch,Travis,Finance,Low,Arista EOS
AST01010,SAL-PRT-0013,Printer,Sue,Sales,Low,Embedded Firmware
AST01011,ENG-IOT-0008,IoT Device,Sabrina,Engineering,Medium,Embedded Firmware
AST01012,HR-MOB-0011,Mobile Device,Frederick,HR,High,iOS 17
AST01013,ENG-FW-0016,Firewall,Kristina,Engineering,Low,PAN-OS
AST01014,OPS-MOB-0010,Mobile Device,Sarah,Operations,Medium,iOS 17
AST01015,IT-RTR-0012,Router,Cameron,IT,High,Cisco IOS
AST01016,IT-SRV-0012,Server,Michael,IT,Low,Ubuntu Server 22.04
AST01017,LEG-SW-0019,Switch,Katelyn,Legal,Low,Arista EOS
AST01018,FIN-IOT-0017,IoT Device,Erik,Finance,Low,Embedded Firmware
AST01019,LEG-FW-0014,Firewall,Peggy,Legal,High,Cisco ASA OS
AST01020,OPS-MOB-0011,Mobile Device,Joshua,Operations,Medium,Android 14
AST01021,FIN-PRT-0011,Printer,Lisa,Finance,Medium,Embedded Firmware
AST01022,ENG-IOT-0009,IoT Device,Douglas,Engineering,Medium,Embedded Firmware
AST01023,IT-LAP-0017,Laptop,Wayne,IT,Medium,macOS Sonoma
AST01024,IT-LAP-0018,Laptop,Samantha,IT,High,Windows 10
AST01025,ENG-FW-0017,Firewall,Jared,Engineering,High,FortiOS
AST01026,IT-RTR-0013,Router,Jose,IT,Low,JunOS
AST01027,HR-IOT-0014,IoT Device,William,HR,High,Embedded Firmware
AST01028,OPS-FW-0024,Firewall,Luis,Operations,Medium,FortiOS
AST01029,MKT-MOB-0011,Mobile Device,Benjamin,Marketing,Medium,iOS 17
AST01030,OPS-SW-0010,Switch,Ian,Operations,Medium,Cisco IOS
AST01031,SAL-SW-0014,Switch,Evan,Sales,Medium,Cisco IOS
AST01032,ENG-LAP-0016,Laptop,Sharon,Engineering,Medium,Windows 11
AST01033,OPS-PRT-0019,Printer,Erin,Operations,Medium,Embedded Firmware
AST01034,OPS-SW-0011,Switch,Paula,Operations,Medium,Cisco IOS
AST01035,FIN-MOB-0015,Mobile Device,Gary,Finance,Medium,Android 14
AST01036,IT-SW-0011,Switch,Kristen,IT,Low,Cisco IOS
AST01037,IT-RTR-0014,Router,Darin,IT,Critical,JunOS
AST01038,LEG-SRV-0013,Server,Alyssa,Legal,High,CentOS 7
AST01039,SAL-SRV-0011,Server,Daisy,Sales,Low,Windows Server 2022
AST01040,LEG-PC-0012,Workstation,Michael,Legal,Low,Windows 10
AST01041,ENG-PC-0019,Workstation,Monique,Engineering,Low,Ubuntu Linux
AST01042,FIN-SW-0022,Switch,Angela,Finance,Medium,Arista EOS
AST01043,ENG-FW-0018,Firewall,Betty,Engineering,Low,Cisco ASA OS
AST01044,OPS-DB-0013,Database,Nicole,Operations,High,Windows Server 2022
AST01045,SAL-FW-0017,Firewall,Daniel,Sales,Medium,FortiOS
AST01046,ENG-LAP-0017,Laptop,Victoria,Engineering,Medium,Windows 10
AST01047,ENG-SRV-0019,Server,Crystal,Engineering,Medium,Windows Server 2022
AST01048,ENG-PRT-0011,Printer,Phillip,Engineering,Medium,Embedded Firmware
AST01049,ENG-IOT-0010,IoT Device,Lauren,Engineering,Medium,Embedded Firmware
AST01050,IT-PC-0013,Workstation,Joseph,IT,Medium,Ubuntu Linux
AST01051,IT-PC-0014,Workstation,Veronica,IT,Low,Windows 10
AST01052,HR-PC-0019,Workstation,Barbara,HR,Medium,Windows 11
AST01053,IT-FW-0013,Firewall,Michael,IT,High,Cisco ASA OS
AST01054,LEG-RTR-0011,Router,Kathy,Legal,Low,JunOS
AST01055,HR-PRT-0012,Printer,Scott,HR,High,Embedded Firmware
AST01056,FIN-SRV-0012,Server,Gregory,Finance,Low,Windows Server 2022
AST01057,OPS-LAP-0013,Laptop,Julia,Operations,Medium,macOS Ventura
AST01058,HR-LAP-0016,Laptop,Brandon,HR,High,Windows 10
AST01059,FIN-PC-0014,Workstation,Lori,Finance,High,Ubuntu Linux
AST01060,MKT-PRT-0007,Printer,Jon,Marketing,Medium,Embedded Firmware
AST01061,IT-PC-0015,Workstation,Danielle,IT,Low,Ubuntu Linux
AST01062,ENG-FW-0019,Firewall,Tracey,Engineering,Low,FortiOS
AST01063,IT-DB-0015,Database,Brenda,IT,Critical,Oracle Linux
AST01064,FIN-MOB-0016,Mobile Device,Elizabeth,Finance,Medium,iOS 17
AST01065,FIN-FW-0017,Firewall,Larry,Finance,High,Cisco ASA OS
AST01066,FIN-SW-0023,Switch,Aaron,Finance,Low,Arista EOS
AST01067,MKT-SRV-0017,Server,Arthur,Marketing,Medium,Ubuntu Server 22.04
AST01068,IT-PC-0016,Workstation,Edward,IT,Low,Windows 10
AST01069,FIN-IOT-0018,IoT Device,Christina,Finance,Low,Embedded Firmware
AST01070,ENG-DB-0011,Database,Ryan,Engineering,Critical,Oracle Linux
AST01071,IT-LAP-0019,Laptop,William,IT,Critical,Windows 10
AST01072,HR-SRV-0011,Server,Paula,HR,High,CentOS 7
AST01073,HR-SRV-0012,Server,David,HR,Medium,Ubuntu Server 22.04
AST01074,ENG-RTR-0010,Router,Jeremy,Engineering,High,JunOS
AST01075,MKT-SW-0011,Switch,Denise,Marketing,Low,Arista EOS
AST01076,FIN-SRV-0013,Server,Andrew,Finance,Medium,CentOS 7
AST01077,OPS-RTR-0009,Router,Aaron,Operations,High,Cisco IOS
AST01078,LEG-MOB-0015,Mobile Device,Michael,Legal,Low,iOS 17
AST01079,OPS-SW-0012,Switch,Daniel,Operations,Low,Cisco IOS
AST01080,OPS-LAP-0014,Laptop,Michael,Operations,Medium,Windows 10
AST01081,HR-SW-0013,Switch,Jeffrey,HR,Medium,Arista EOS
AST01082,OPS-LAP-0015,Laptop,Brandy,Operations,Medium,macOS Ventura
AST01083,SAL-FW-0018,Firewall,Brianna,Sales,Medium,FortiOS
AST01084,IT-DB-0016,Database,James,IT,Critical,Oracle Linux
AST01085,FIN-FW-0018,Firewall,Claire,Finance,Low,Cisco ASA OS
AST01086,MKT-DB-0013,Database,Thomas,Marketing,High,Windows Server 2022
AST01087,ENG-IOT-0011,IoT Device,Dennis,Engineering,High,Embedded Firmware
AST01088,LEG-FW-0015,Firewall,Sharon,Legal,Medium,Cisco ASA OS
AST01089,FIN-FW-0019,Firewall,John,Finance,Medium,FortiOS
AST01090,SAL-LAP-0009,Laptop,Edward,Sales,Medium,macOS Ventura
AST01091,MKT-LAP-0011,Laptop,Cody,Marketing,Low,Windows 10
AST01092,HR-LAP-0017,Laptop,Danielle,HR,Medium,Windows 11
AST01093,FIN-PRT-0012,Printer,Monica,Finance,Medium,Embedded Firmware
AST01094,ENG-SRV-0020,Server,Kimberly,Engineering,High,Ubuntu Server 22.04
AST01095,MKT-DB-0014,Database,Richard,Marketing,Medium,Oracle Linux
AST01096,SAL-PRT-0014,Printer,Joseph,Sales,Critical,Embedded Firmware
AST01097,ENG-SW-0008,Switch,Alexander,Engineering,Medium,Cisco IOS
AST01098,HR-DB-0018,Database,Deanna,HR,High,Windows Server 2022
AST01099,FIN-FW-0020,Firewall,Anna,Finance,High,FortiOS
